OrderId,Longitude,Latitude
1,34.795818,32.083172
2,34.795752,32.083156
3,34.795735,32.083137
4,34.795689,32.083087
5,34.795651,32.083018
6,34.795626,32.08294
7,34.795607,32.082873
8,34.795602,32.082852
9,34.795578,32.082735
10,34.795578,32.082671
11,34.795609,32.08261
12,34.795665,32.08258
13,34.79575,32.082544
14,34.795836,32.082527
15,34.795907,32.08251
16,34.796003,32.082506
17,34.796049,32.082506
18,34.796351,32.082431
19,34.796498,32.082334
20,34.796601,32.082323
21,34.796695,32.082317
22,34.796823,32.082379
23,34.796941,32.082433
24,34.797165,32.082469
25,34.797232,32.082465
26,34.797286,32.08244
27,34.797339,32.082395
28,34.797378,32.082358
29,34.797407,32.082289
30,34.797427,32.082194
31,34.797442,32.081839
32,34.797441,32.08174
33,34.797427,32.081641
34,34.79741,32.081528
35,34.797357,32.081221
36,34.79729,32.080929
37,34.797232,32.080821
38,34.797156,32.080671
39,34.79649,32.079467
40,34.79626,32.079154
41,34.795605,32.07846
42,34.795089,32.077934
43,34.794746,32.077596
44,34.794368,32.077161
45,34.794107,32.076815
46,34.793847,32.07642
47,34.793593,32.076004
48,34.793546,32.075926
49,34.793477,32.075806
50,34.793387,32.075589
51,34.793314,32.075397
52,34.793189,32.075034
53,34.793073,32.074611
54,34.792991,32.074183
55,34.792949,32.073855
56,34.792942,32.073753
57,34.792915,32.073352
58,34.792896,32.07309
59,34.79288,32.072883
60,34.792728,32.07163
61,34.792686,32.071118
62,34.792665,32.070897
63,34.792629,32.070498
64,34.792554,32.070073
65,34.7925,32.069588
66,34.792332,32.068899
67,34.792164,32.068343
68,34.791973,32.067862
69,34.791834,32.06752
70,34.791598,32.067096
71,34.791363,32.06671
72,34.790823,32.065997
73,34.790603,32.065741
74,34.790256,32.065386
75,34.789549,32.064804
76,34.789445,32.064726
77,34.788678,32.064148
78,34.788098,32.063611
79,34.787655,32.063154
80,34.787463,32.06292
81,34.786969,32.062242
82,34.786734,32.061831
83,34.786487,32.061388
84,34.786399,32.061138
85,34.786305,32.060882
86,34.786191,32.060596
87,34.786067,32.060184
88,34.785969,32.05983
89,34.785864,32.059373
90,34.785815,32.059211
91,34.785141,32.057065
92,34.784987,32.056626
93,34.7849,32.056298
94,34.784776,32.055867
95,34.784689,32.05555
96,34.784578,32.05513
97,34.78447,32.054716
98,34.784451,32.054601
99,34.784423,32.054431
100,34.784399,32.054189
101,34.78435,32.053781
102,34.784284,32.053135
103,34.784183,32.051678
104,34.784171,32.051496
105,34.784178,32.051351
106,34.784189,32.051239
107,34.78421,32.051079
108,34.78427,32.050904
109,34.784394,32.050659
110,34.784537,32.050338
111,34.784603,32.050198
112,34.784656,32.050088
113,34.784734,32.049918
114,34.784811,32.049719
115,34.784884,32.049576
116,34.784953,32.049435
117,34.785244,32.049018
118,34.785491,32.048703
119,34.785928,32.048045
120,34.78622,32.047489
121,34.78636,32.047225
122,34.78647,32.047011
123,34.786537,32.046883
124,34.787419,32.045053
125,34.78782,32.044181
126,34.788467,32.042775
127,34.789028,32.041815
128,34.789433,32.041321
129,34.789961,32.040693
130,34.790309,32.040301
131,34.790678,32.039962
132,34.791047,32.039636
133,34.7917,32.039132
134,34.792025,32.038908
135,34.792546,32.038563
136,34.793019,32.03825
137,34.793416,32.03801
138,34.794176,32.037512
139,34.794844,32.037083
140,34.795485,32.036662
141,34.79592,32.03636
142,34.796305,32.036096
143,34.79733,32.03535
144,34.80085,32.032844
145,34.802363,32.031727
146,34.803728,32.030745
147,34.804468,32.030181
148,34.806175,32.028878
149,34.806471,32.028663
150,34.810161,32.026003
151,34.811939,32.024817
152,34.813163,32.023953
153,34.813937,32.023343
154,34.81423,32.023102
155,34.817842,32.020368
156,34.820722,32.018126
157,34.821031,32.017896
158,34.82114,32.017812
159,34.821339,32.017635
160,34.82143,32.017573
161,34.825552,32.014917
162,34.827934,32.013216
163,34.830562,32.011307
164,34.830843,32.011118
165,34.831648,32.010563
166,34.832824,32.009698
167,34.833049,32.009536
168,34.835909,32.007476
169,34.836026,32.007402
170,34.836072,32.007373
171,34.836371,32.007152
172,34.836811,32.006833
173,34.837176,32.006571
174,34.837752,32.006083
175,34.838052,32.005806
176,34.838434,32.005402
177,34.838443,32.005392
178,34.839013,32.004699
179,34.839541,32.003964
180,34.840555,32.002547
181,34.840638,32.002441
182,34.841037,32.00193
183,34.841574,32.001299
184,34.842207,32.000715
185,34.842696,32.000322
186,34.843424,31.999875
187,34.84424,31.999476
188,34.844784,31.99926
189,34.844903,31.999224
190,34.844962,31.999207
191,34.845303,31.999105
192,34.846646,31.998734
193,34.847861,31.998391
194,34.848819,31.998124
195,34.850035,31.997696
196,34.851018,31.99725
197,34.851868,31.996803
198,34.851906,31.996783
199,34.852907,31.99616
200,34.853395,31.995784
201,34.853964,31.995347
202,34.854494,31.994862
203,34.855397,31.994037
204,34.856423,31.993054
205,34.857032,31.992478
206,34.857522,31.992109
207,34.858093,31.99174
208,34.858619,31.991441
209,34.859226,31.991173
210,34.859761,31.990974
