OrderId,Longitude,Latitude
1,34.843795,32.001025
2,34.843759,32.001055
3,34.843556,32.000944
4,34.843407,32.000833
5,34.843315,32.000765
6,34.843113,32.000598
7,34.843053,32.000546
8,34.843244,32.000448
9,34.843643,32.000266
10,34.844016,32.000039
11,34.844245,31.999867
12,34.844392,31.999788
13,34.84453,31.99972
14,34.84456,31.99971
15,34.844686,31.999646
16,34.844775,31.999596
17,34.844847,31.999538
18,34.84491,31.999466
19,34.844927,31.999427
20,34.844938,31.999332
21,34.844937,31.999322
22,34.844903,31.999225
23,34.844854,31.999086
24,34.844753,31.998834
25,34.844703,31.998741
26,34.844652,31.998657
27,34.84459,31.998565
28,34.844522,31.998494
29,34.844349,31.998378
30,34.844202,31.998339
31,34.844047,31.998323
32,34.84397,31.998333
33,34.843854,31.998366
34,34.843719,31.998437
35,34.843637,31.998523
36,34.843554,31.998641
37,34.843513,31.998733
38,34.843497,31.998817
39,34.843497,31.998887
40,34.843531,31.998989
41,34.843607,31.99911
42,34.843703,31.999203
43,34.84378,31.999253
44,34.843819,31.999265
45,34.843909,31.999292
46,34.844069,31.999303
47,34.844249,31.999265
48,34.844854,31.999085
49,34.844916,31.999066
50,34.846322,31.998647
51,34.847107,31.99843
52,34.848162,31.998137
53,34.848896,31.99792
54,34.849758,31.997659
55,34.850531,31.997355
56,34.851226,31.997083
57,34.851868,31.996803
58,34.851906,31.996783
59,34.852907,31.99616
60,34.853395,31.995784
61,34.853964,31.995347
62,34.854494,31.994862
63,34.855397,31.994037
64,34.856423,31.993054
65,34.857032,31.992478
66,34.857522,31.992109
67,34.858093,31.99174
68,34.858619,31.991441
69,34.859226,31.991173
70,34.859761,31.990974
71,34.860332,31.990798
72,34.861011,31.990646
73,34.861762,31.990547
74,34.862532,31.990472
75,34.863256,31.990505
76,34.86397,31.990569
77,34.864603,31.990655
78,34.865119,31.990788
79,34.865742,31.991005
80,34.866312,31.991207
81,34.866881,31.991471
82,34.867531,31.991827
83,34.868525,31.99253
84,34.86902,31.99288
85,34.870139,31.993708
86,34.87088,31.994204
87,34.871629,31.994638
88,34.872189,31.994901
89,34.872641,31.995065
90,34.873256,31.995267
91,34.873934,31.995407
92,34.874612,31.995517
93,34.875463,31.995573
94,34.876295,31.995568
95,34.877146,31.995462
96,34.877971,31.995294
97,34.878713,31.995049
98,34.87922,31.994839
99,34.879835,31.994554
100,34.880486,31.994146
101,34.881185,31.993635
102,34.881487,31.99342
103,34.881861,31.993032
104,34.884185,31.990429
105,34.886183,31.988169
106,34.886943,31.987382
107,34.887559,31.986871
108,34.888288,31.986381
109,34.888764,31.98612
110,34.889295,31.985908
111,34.890095,31.985586
112,34.890236,31.985551
113,34.89089,31.985301
114,34.891532,31.985081
115,34.891735,31.985011
116,34.892413,31.984781
117,34.893043,31.984563
118,34.893409,31.984465
119,34.89397,31.984241
120,34.894492,31.984043
121,34.895124,31.983706
122,34.895599,31.983436
123,34.895833,31.983304
124,34.896203,31.983073
125,34.896683,31.982762
126,34.89839,31.981629
127,34.90398,31.977916
128,34.904339,31.977668
129,34.904788,31.977369
130,34.904947,31.977263
131,34.905009,31.977221
132,34.905449,31.976921
133,34.91017,31.973713
134,34.913374,31.971559
135,34.914855,31.970555
136,34.91625,31.969616
137,34.91692,31.969207
138,34.917913,31.96866
139,34.918915,31.968162
140,34.919754,31.967762
141,34.92193,31.966979
142,34.925226,31.966019
143,34.92628,31.965716
144,34.928108,31.965181
145,34.929499,31.964777
146,34.930024,31.964613
147,34.930704,31.96443
148,34.931228,31.964263
149,34.931672,31.964082
150,34.932149,31.963849
151,34.932694,31.963538
152,34.933007,31.963314
153,34.933172,31.963197
154,34.933575,31.962868
155,34.933934,31.962525
156,34.934101,31.962327
157,34.934218,31.962189
158,34.934382,31.96198
159,34.934524,31.96179
160,34.935003,31.961092
161,34.935213,31.960661
162,34.935408,31.960045
163,34.935514,31.959613
164,34.935547,31.959233
165,34.935572,31.958805
166,34.935515,31.958358
167,34.935434,31.95798
168,34.935307,31.957552
169,34.935157,31.957153
170,34.93496,31.956705
171,34.934644,31.95617
172,34.934608,31.95611
173,34.934309,31.95561
174,34.934007,31.955182
175,34.933717,31.954803
176,34.932613,31.953289
177,34.932357,31.95293
178,34.931997,31.952402
179,34.931649,31.951735
180,34.931418,31.951197
181,34.931279,31.950769
182,34.931164,31.950342
183,34.931126,31.950155
184,34.93106,31.949824
185,34.930723,31.948039
186,34.92889,31.93831
187,34.928632,31.936955
188,34.928208,31.935343
189,34.9274,31.932595
190,34.927036,31.931391
191,34.926768,31.930418
192,34.926424,31.929098
193,34.926157,31.927877
194,34.926082,31.927069
195,34.92613,31.926627
196,34.926162,31.926327
197,34.926244,31.925941
198,34.9263,31.925684
199,34.926455,31.925157
200,34.926505,31.925063
201,34.927019,31.924093
202,34.927641,31.92305
203,34.92825,31.922006
204,34.928651,31.92132
205,34.929296,31.920265
206,34.929423,31.920057
207,34.929818,31.919372
208,34.930322,31.918458
209,34.931001,31.91723
210,34.933443,31.913
211,34.934397,31.911167
212,34.93451,31.910895
213,34.934917,31.909913
214,34.935251,31.909066
215,34.935931,31.906828
216,34.93624,31.905779
217,34.936414,31.905142
218,34.936587,31.904471
219,34.936996,31.902956
220,34.937178,31.902296
221,34.937278,31.901934
222,34.937383,31.901553
223,34.937763,31.900204
224,34.937923,31.899634
225,34.938006,31.899341
226,34.938104,31.899038
227,34.93843,31.897774
228,34.938564,31.897252
229,34.938618,31.897042
230,34.938903,31.896087
231,34.939128,31.895269
232,34.93927,31.894865
233,34.939525,31.894176
234,34.939687,31.893772
235,34.940306,31.892653
236,34.940509,31.892344
237,34.941006,31.891682
238,34.942494,31.889962
239,34.945067,31.887077
240,34.946045,31.88599
241,34.946423,31.88557
242,34.946995,31.884937
243,34.947904,31.883913
244,34.951603,31.879805
245,34.953584,31.877661
246,34.955984,31.875564
247,34.956188,31.875387
248,34.956416,31.875216
249,34.957117,31.874692
250,34.958729,31.873609
251,34.960586,31.872517
252,34.963879,31.870759
253,34.965608,31.869828
254,34.967572,31.868793
255,34.970377,31.867303
256,34.97159,31.866663
257,34.974051,31.865358
258,34.975578,31.864549
259,34.976302,31.864107
260,34.977087,31.863596
261,34.977673,31.863117
262,34.978502,31.862431
263,34.97924,31.861558
