OrderId,Longitude,Latitude
1,35.136607,32.165188
2,35.136235,32.16501
3,35.135938,32.164754
4,35.13545,32.164041
5,35.135263,32.163815
6,35.135001,32.163604
7,35.134915,32.163535
8,35.134461,32.163185
9,35.133956,32.162881
10,35.133466,32.16254
11,35.133285,32.162344
12,35.133062,32.162037
13,35.132839,32.161509
14,35.132645,32.161105
15,35.132594,32.161061
16,35.132407,32.160902
17,35.132313,32.160836
18,35.132111,32.160722
19,35.132547,32.160059
20,35.132927,32.160221
21,35.133424,32.160351
22,35.134052,32.160443
23,35.134137,32.16044
24,35.134614,32.160425
25,35.134641,32.160421
26,35.13535,32.160315
27,35.136022,32.160105
28,35.136738,32.15988
29,35.136783,32.160033
30,35.136858,32.160207
31,35.136967,32.160309
32,35.137009,32.160335
33,35.137291,32.160511
34,35.137377,32.160631
35,35.13741,32.160769
36,35.137399,32.160889
37,35.137385,32.160933
38,35.137361,32.160923
39,35.137065,32.160851
40,35.136802,32.16095
41,35.136644,32.161031
42,35.136401,32.161274
43,35.136172,32.161429
44,35.136061,32.161465
45,35.135652,32.161566
46,35.135821,32.16183
47,35.13621,32.162263
48,35.136948,32.162873
49,35.137618,32.163365
50,35.137662,32.163223
51,35.137814,32.162947
52,35.138061,32.162751
53,35.138355,32.162672
54,35.138794,32.162659
55,35.138821,32.162658
56,35.139177,32.162635
57,35.139371,32.162599
58,35.139472,32.162524
59,35.139544,32.16247
60,35.139721,32.161993
61,35.139943,32.161828
62,35.140582,32.161539
63,35.141248,32.161239
64,35.142293,32.160778
65,35.142524,32.160533
66,35.142552,32.160503
67,35.143915,32.158688
68,35.145992,32.159547
69,35.146344,32.159662
70,35.146701,32.159808
71,35.146881,32.159907
72,35.147398,32.160247
73,35.147765,32.160615
74,35.148025,32.161076
75,35.148176,32.161628
76,35.148154,32.162272
77,35.148175,32.162971
78,35.148261,32.16367
79,35.148477,32.164277
80,35.148715,32.164682
81,35.149082,32.165124
82,35.150197,32.166227
83,35.150476,32.166616
84,35.150512,32.167102
85,35.150533,32.167441
86,35.150693,32.167716
87,35.152405,32.169779
88,35.152769,32.170422
89,35.152839,32.170951
90,35.152787,32.17203
91,35.152457,32.172769
92,35.151545,32.173907
93,35.147118,32.178645
94,35.146027,32.179822
95,35.145558,32.180093
96,35.145208,32.180216
97,35.144747,32.18024
98,35.144109,32.180123
99,35.143522,32.179863
100,35.143,32.179368
101,35.142167,32.178269
102,35.141776,32.177769
103,35.141539,32.177561
104,35.141545,32.177424
105,35.141464,32.177009
106,35.141399,32.176843
107,35.14061,32.175427
108,35.140361,32.174781
109,35.140249,32.174134
110,35.140194,32.173133
111,35.140108,32.171201
112,35.13999,32.170804
113,35.139768,32.170478
114,35.137011,32.167339
115,35.136606,32.167052
116,35.134243,32.166077
117,35.13383,32.165845
118,35.133515,32.165577
119,35.133048,32.164902
120,35.132319,32.16416
121,35.131777,32.163644
122,35.130082,32.16292
123,35.128508,32.162299
124,35.127903,32.162021
125,35.127348,32.161618
126,35.127001,32.161061
127,35.126344,32.159875
128,35.126163,32.159553
129,35.125329,32.157596
130,35.125011,32.156633
131,35.124999,32.155757
132,35.125118,32.155161
133,35.125277,32.154712
134,35.125555,32.154173
135,35.125965,32.15387
